timestamp,deviceId,temperature,humidity,pressure,vibration,anomaly_prediction,anomaly,anomaly_score
2026-08-05T06:14:08.304506+00:00,pythondevice01,21.76,54.35,1011.73,0.61,1,Normal,0.08485082959716961
2026-08-05T06:14:10.609418+00:00,pythondevice01,20.63,59.67,995.52,0.16,1,Normal,0.013131606860223743
2026-08-05T06:14:12.829252+00:00,pythondevice01,27.99,68.06,1027.78,0.7,1,Normal,0.06656045280410539
2026-08-05T06:14:15.093063+00:00,pythondevice01,34.18,64.81,1024.22,0.86,1,Normal,0.04849053914565071
2026-08-05T06:14:17.335640+00:00,pythondevice01,22.89,56.35,1021.88,0.63,1,Normal,0.08980648203820019
2026-08-05T06:14:19.581218+00:00,pythondevice01,32.52,47.21,1024.58,0.45,1,Normal,0.058578993131430446
2026-08-05T06:14:21.860925+00:00,pythondevice01,25.75,59.82,1008.42,0.89,1,Normal,0.08644409178908435
2026-08-05T11:28:17.166338+05:30,pythondevice01,22.8,49.53,1001.1,0.36,1,Normal,0.07038111551832665
2026-08-05T11:28:19.481661+05:30,pythondevice01,22.43,71.31,1022.51,0.84,1,Normal,0.07060499205463794
2026-08-05T11:28:21.725535+05:30,pythondevice01,28.61,47.95,1017.46,0.56,1,Normal,0.0969159442048414
2026-08-05T11:28:24.843074+05:30,pythondevice01,30.75,78.24,999.27,0.68,1,Normal,0.0736304582020797
2026-08-05T11:28:27.182130+05:30,pythondevice01,24.94,54.11,1014.12,0.42,1,Normal,0.10266204411734053
2026-08-05T11:28:30.172106+05:30,pythondevice01,23.76,68.69,997.26,0.4,1,Normal,0.06248807860591121
2026-08-05T11:28:32.742657+05:30,pythondevice01,24.55,41.51,1011.85,0.46,1,Normal,0.07462408748779059
2026-08-05T11:28:35.278531+05:30,pythondevice01,26.93,78.62,1028.67,0.5,1,Normal,0.01663741336526825
2026-08-05T11:28:39.614587+05:30,pythondevice01,26.28,64.7,1003.91,0.8,1,Normal,0.09885244893340528
2026-08-05T11:28:42.324507+05:30,pythondevice01,33.34,74.38,1011.5,0.31,1,Normal,0.06416872429715526
2026-08-05T11:28:44.549397+05:30,pythondevice01,27.38,79.38,1004.04,0.39,1,Normal,0.050101466318434595
2026-08-05T11:28:47.662977+05:30,pythondevice01,33.49,56.2,1022.42,0.25,1,Normal,0.07264714168136427
2026-08-05T11:28:49.871096+05:30,pythondevice01,25.62,45.33,1005.0,0.86,1,Normal,0.07547422809247623
2026-08-05T11:28:52.085201+05:30,pythondevice01,21.53,54.49,1005.03,0.31,1,Normal,0.05998848008083735
2026-08-05T11:28:54.416889+05:30,pythondevice01,32.0,56.73,1017.63,0.49,1,Normal,0.09927354220786705
2026-08-05T11:28:56.632338+05:30,pythondevice01,33.57,74.63,1006.56,0.36,1,Normal,0.05485439710946849
2026-08-05T11:28:58.888835+05:30,pythondevice01,23.88,62.75,1018.66,0.84,1,Normal,0.08478205145536544
2026-08-05T11:29:01.219405+05:30,pythondevice01,21.81,57.86,994.82,0.21,1,Normal,0.04789411679725031
2026-08-05T11:29:03.491097+05:30,pythondevice01,25.88,41.66,990.52,0.73,-1,Anomaly,-0.010203819667536584
2026-08-05T11:29:05.772816+05:30,pythondevice01,32.81,77.65,1022.25,0.68,1,Normal,0.059688021315763784
2026-08-05T11:29:08.082577+05:30,pythondevice01,32.16,68.97,1018.43,0.49,1,Normal,0.09203342353244043
2026-08-05T11:29:10.875848+05:30,pythondevice01,34.22,66.81,1027.19,0.34,1,Normal,0.04965901311524035
2026-08-05T11:29:13.219372+05:30,pythondevice01,24.39,60.04,1023.66,0.81,1,Normal,0.07235590699368422
2026-08-05T11:29:16.836370+05:30,pythondevice01,29.35,68.99,1027.31,0.75,1,Normal,0.07062493513685386
2026-08-05T11:29:19.891035+05:30,pythondevice01,24.47,42.16,1021.95,0.95,1,Normal,0.029158261213239944
2026-08-05T11:29:22.931281+05:30,pythondevice01,21.38,53.79,994.06,0.13,1,Normal,0.012616353278930514
2026-08-05T11:29:25.157163+05:30,pythondevice01,32.22,52.72,1005.37,0.29,1,Normal,0.06914877840587236
2026-08-05T11:29:27.376140+05:30,pythondevice01,32.86,75.55,1025.15,0.19,1,Normal,0.02716139674728879
2026-08-05T11:29:30.648255+05:30,pythondevice01,33.23,66.48,1005.48,0.26,1,Normal,0.06538798863771728
2026-08-05T11:29:35.177900+05:30,pythondevice01,31.98,42.87,1005.78,0.97,1,Normal,0.028149592799952106
2026-08-05T11:29:38.868137+05:30,pythondevice01,26.77,46.55,1006.81,0.59,1,Normal,0.10615026037445757
,,25.5,60.2,1012.3,0.12,1,Normal,0.0628714771113762
,,25.5,60.2,1012.3,0.12,1,Normal,0.0628714771113762
2026-08-09T22:53:35.888737+05:30,pythondevice01,32.99,43.29,1009.47,0.14,1,Normal,0.032658061407577654
2026-08-09T22:53:38.117863+05:30,pythondevice01,28.37,68.78,1027.18,0.86,1,Normal,0.061183075199043535
2026-08-09T22:53:40.289710+05:30,pythondevice01,24.39,43.49,990.24,0.66,-1,Anomaly,-0.012829250417793703
2026-08-09T22:53:42.293282+05:30,pythondevice01,30.63,42.94,994.62,0.89,1,Normal,0.036201587797062285
2026-08-09T22:53:44.299529+05:30,pythondevice01,30.91,73.62,1009.68,0.74,1,Normal,0.09607013622178046
2026-08-09T22:53:46.305041+05:30,pythondevice01,32.22,53.49,1027.76,0.2,1,Normal,0.03622497643737077
2026-08-09T22:53:48.310433+05:30,pythondevice01,32.09,78.52,1004.95,0.97,1,Normal,0.020185880908002662
2026-08-09T22:53:50.316670+05:30,pythondevice01,33.65,60.99,1006.03,0.91,1,Normal,0.06037708561257327
2026-08-09T22:53:52.322079+05:30,pythondevice01,32.68,44.39,1008.71,0.75,1,Normal,0.06893418121841816
2026-08-09T22:53:54.328810+05:30,pythondevice01,23.92,71.29,1010.81,0.7,1,Normal,0.08932588145406734
2026-08-09T22:53:56.339982+05:30,pythondevice01,33.6,70.2,1022.38,0.3,1,Normal,0.06355529183201158
2026-08-09T22:53:58.351613+05:30,pythondevice01,27.79,55.86,1015.38,0.92,1,Normal,0.07820039218920571
2026-08-09T22:54:00.356154+05:30,pythondevice01,31.08,74.65,1009.74,0.88,1,Normal,0.06911999302740945
2026-08-09T22:54:02.361963+05:30,pythondevice01,29.56,71.3,999.37,0.96,1,Normal,0.06432002202389597
2026-08-09T22:54:04.366811+05:30,pythondevice01,31.64,67.44,1008.18,0.37,1,Normal,0.09289962002850116
2026-08-09T22:54:06.373930+05:30,pythondevice01,32.48,71.85,992.59,0.1,-1,Anomaly,-0.034272114505954576
2026-08-09T22:54:08.377140+05:30,pythondevice01,21.67,41.86,1008.18,0.69,1,Normal,0.04600629114912058
2026-08-09T22:54:10.384727+05:30,pythondevice01,24.28,60.2,1019.96,0.73,1,Normal,0.08431687700124135
2026-08-09T22:54:12.388027+05:30,pythondevice01,31.48,48.01,1000.02,0.43,1,Normal,0.08172106238677068
2026-08-09T22:54:14.397682+05:30,pythondevice01,20.71,46.29,1020.35,0.8,1,Normal,0.018084700939363207
2026-08-09T22:54:16.403149+05:30,pythondevice01,30.16,45.16,1023.85,0.26,1,Normal,0.06674170316543415
2026-08-09T22:54:18.407844+05:30,pythondevice01,22.0,62.09,999.49,0.11,1,Normal,0.029816324976601027
2026-08-09T22:54:20.413983+05:30,pythondevice01,26.07,74.24,1001.39,0.42,1,Normal,0.0751840514952748
2026-08-09T22:54:22.418147+05:30,pythondevice01,27.66,62.8,1019.73,0.57,1,Normal,0.09684298376003547
2026-08-09T22:54:24.423813+05:30,pythondevice01,26.13,70.4,1021.09,0.34,1,Normal,0.07733046457904336
2026-08-09T22:54:26.429611+05:30,pythondevice01,32.97,50.35,1019.38,0.53,1,Normal,0.08462970004787712
2026-08-09T22:54:28.435652+05:30,pythondevice01,31.97,78.13,991.76,0.96,-1,Anomaly,-0.014346226351019231
2026-08-09T22:54:30.439358+05:30,pythondevice01,31.16,72.59,1012.26,0.12,1,Normal,0.04294652214294825
2026-08-09T22:54:32.445106+05:30,pythondevice01,24.02,53.41,1026.42,0.17,1,Normal,0.06007957802221797
2026-08-09T22:54:34.451347+05:30,pythondevice01,30.53,59.12,999.22,0.67,1,Normal,0.1062149161487006
2026-08-09T22:54:36.454288+05:30,pythondevice01,20.31,62.34,1023.91,0.89,1,Normal,0.009487271014942289
2026-08-09T22:54:38.463865+05:30,pythondevice01,24.66,77.61,1016.47,0.12,1,Normal,0.03176531973549135
2026-08-09T22:54:40.466829+05:30,pythondevice01,28.12,66.66,1001.54,0.49,1,Normal,0.11286053207049973
2026-08-09T22:54:42.472667+05:30,pythondevice01,28.6,59.16,1004.05,0.58,1,Normal,0.10450127642304802
2026-08-09T22:58:18.614557+05:30,pythondevice01,20.62,44.86,1021.19,0.66,1,Normal,0.03943662791403013
2026-08-09T22:58:20.794445+05:30,pythondevice01,34.18,77.74,1026.77,0.59,1,Normal,0.015927457685318114
2026-08-09T22:58:22.800923+05:30,pythondevice01,32.98,75.26,1003.0,0.75,1,Normal,0.05976765351675939
2026-08-09T22:58:24.808059+05:30,pythondevice01,23.62,60.45,992.05,0.59,1,Normal,0.037738208081096625
2026-08-09T22:58:26.812421+05:30,pythondevice01,26.87,46.18,1028.62,0.33,1,Normal,0.04942749075834785
2026-08-09T22:58:28.819849+05:30,pythondevice01,21.87,44.3,998.25,0.67,1,Normal,0.05649437984292904
2026-08-09T22:58:30.832206+05:30,pythondevice01,20.51,41.84,1010.66,0.26,1,Normal,0.005762598209375858
2026-08-09T22:58:32.837085+05:30,pythondevice01,22.37,54.5,998.29,0.16,1,Normal,0.060235195464758196
2026-08-09T22:58:34.844976+05:30,pythondevice01,26.59,63.59,1014.98,0.4,1,Normal,0.09856349840480344
2026-08-09T22:58:36.856106+05:30,pythondevice01,28.32,77.35,1012.79,0.77,1,Normal,0.06234516197477136
2026-08-09T22:58:38.918450+05:30,pythondevice01,26.97,44.04,1004.59,0.87,1,Normal,0.07482760134282307
2026-08-09T22:58:40.982785+05:30,pythondevice01,27.76,40.58,1010.11,0.15,1,Normal,0.02152867881707521
2026-08-09T22:58:43.057964+05:30,pythondevice01,21.01,69.15,1026.45,0.23,1,Normal,0.006661307341088718
2026-08-09T22:58:45.075318+05:30,pythondevice01,34.77,44.07,1010.95,0.15,1,Normal,0.005480551861780092
2026-08-09T22:58:47.082752+05:30,pythondevice01,30.88,69.67,1016.63,0.27,1,Normal,0.07946132084640234
2026-08-09T22:58:49.102116+05:30,pythondevice01,26.84,76.92,1004.28,0.23,1,Normal,0.04488208319602416
2026-08-09T22:58:51.211597+05:30,pythondevice01,29.13,42.38,1020.22,0.88,1,Normal,0.053445488714597644
2026-08-09T22:58:53.219048+05:30,pythondevice01,31.86,76.85,1018.34,0.11,1,Normal,0.015965797615800748
2026-08-09T22:58:55.879340+05:30,pythondevice01,24.73,54.29,1008.25,0.2,1,Normal,0.0880399365810951
2026-08-09T22:58:57.885874+05:30,pythondevice01,23.72,44.69,1008.5,0.65,1,Normal,0.08612203492748755
2026-08-09T22:58:59.891311+05:30,pythondevice01,25.36,61.83,1022.65,0.84,1,Normal,0.08960690309595859
2026-08-09T22:59:01.898250+05:30,pythondevice01,32.5,40.06,995.83,0.7,1,Normal,0.01623272094470085
2026-08-09T22:59:03.906457+05:30,pythondevice01,32.09,79.99,1025.75,0.34,1,Normal,0.003005577254064584
2026-08-09T22:59:05.914907+05:30,pythondevice01,27.01,40.67,996.45,0.97,1,Normal,0.0015131621347845847
2026-08-09T22:59:07.923036+05:30,pythondevice01,33.73,74.08,1009.52,0.47,1,Normal,0.07119444335378
2026-08-09T22:59:09.931993+05:30,pythondevice01,29.56,40.68,996.0,0.52,1,Normal,0.03383154149253409
2026-08-09T22:59:11.936872+05:30,pythondevice01,22.58,72.47,998.46,0.75,1,Normal,0.06329342497916446
2026-08-09T22:59:13.947651+05:30,pythondevice01,26.39,67.88,1012.17,0.63,1,Normal,0.09778164397418254
2026-08-09T22:59:15.954461+05:30,pythondevice01,33.05,71.99,1024.1,0.16,1,Normal,0.04059906262703017
2026-08-09T22:59:17.961449+05:30,pythondevice01,27.94,57.34,993.94,0.28,1,Normal,0.06249502623145764
2026-08-09T22:59:19.968411+05:30,pythondevice01,28.09,44.02,1025.39,0.27,1,Normal,0.054758364500539725
2026-08-09T22:59:21.975757+05:30,pythondevice01,25.99,56.36,1024.85,0.16,1,Normal,0.0678927648233264
2026-08-09T22:59:23.981630+05:30,pythondevice01,29.76,43.19,1026.05,0.88,1,Normal,0.047142456653407105
2026-08-09T22:59:25.986537+05:30,pythondevice01,21.46,71.23,997.12,0.59,1,Normal,0.05445033683246514
2026-08-09T22:59:27.992482+05:30,pythondevice01,23.01,49.57,995.78,0.14,1,Normal,0.02478342069762085
2026-08-09T22:59:29.997779+05:30,pythondevice01,31.21,79.57,1025.7,0.47,1,Normal,0.013191698313519296
2026-08-09T22:59:32.029836+05:30,pythondevice01,33.07,46.19,1015.94,0.18,1,Normal,0.048968875304494675
2026-08-09T22:59:34.035965+05:30,pythondevice01,24.01,77.04,1003.51,0.39,1,Normal,0.06373987165622619
2026-08-09T22:59:36.040086+05:30,pythondevice01,27.96,45.09,1029.61,0.84,1,Normal,0.03143627339945909
2026-08-09T22:59:38.048183+05:30,pythondevice01,25.44,46.11,1009.3,0.15,1,Normal,0.0655416750794367
2026-08-09T22:59:40.054024+05:30,pythondevice01,33.87,40.94,996.57,0.28,-1,Anomaly,-0.004397489260285714
2026-08-09T22:59:42.058851+05:30,pythondevice01,24.97,76.43,995.07,0.6,1,Normal,0.05989167634164794
2026-08-09T22:59:44.064734+05:30,pythondevice01,32.0,54.95,1027.69,0.37,1,Normal,0.058967913205301814
2026-08-09T22:59:46.070248+05:30,pythondevice01,33.72,76.59,994.76,0.82,1,Normal,0.019770770135549953
2026-08-09T22:59:48.073633+05:30,pythondevice01,25.59,56.0,1018.69,0.11,1,Normal,0.056506605944183
2026-08-09T22:59:50.077296+05:30,pythondevice01,33.29,42.61,1016.57,0.59,1,Normal,0.06889637426206613
2026-08-09T22:59:52.086197+05:30,pythondevice01,34.29,78.05,1008.57,0.42,1,Normal,0.02810321375151692
2026-08-09T22:59:54.102742+05:30,pythondevice01,26.86,46.27,1027.37,0.58,1,Normal,0.06762356918892326
2026-08-09T22:59:56.108065+05:30,pythondevice01,27.2,61.71,993.21,0.18,1,Normal,0.024029763748678934
2026-08-09T22:59:58.115968+05:30,pythondevice01,22.59,74.6,1021.19,0.28,1,Normal,0.033733632109138934
2026-08-09T23:00:00.120941+05:30,pythondevice01,32.64,56.39,1016.03,0.5,1,Normal,0.09304681872442921
2026-08-09T23:00:02.136496+05:30,pythondevice01,34.72,50.55,993.33,0.82,-1,Anomaly,-0.018386364412423806
2026-08-09T23:00:04.174121+05:30,pythondevice01,31.54,45.09,1010.41,0.21,1,Normal,0.06736514620079614
2026-08-09T23:00:06.309169+05:30,pythondevice01,31.08,74.99,992.24,0.18,-1,Anomaly,-0.0014431714353224656
2026-08-09T23:00:08.315037+05:30,pythondevice01,25.01,46.59,1022.64,0.64,1,Normal,0.08580050530485644
2026-08-09T23:00:10.320299+05:30,pythondevice01,27.79,49.48,1011.32,0.55,1,Normal,0.1033874081736989
2026-08-09T23:00:12.326287+05:30,pythondevice01,27.65,47.73,1000.54,0.19,1,Normal,0.07085565005608557
2026-08-09T23:00:14.330262+05:30,pythondevice01,34.66,56.8,1021.45,0.55,1,Normal,0.05115891984760468
2026-08-09T23:00:16.335217+05:30,pythondevice01,21.96,40.24,1005.67,0.31,1,Normal,0.01138712184614088
2026-08-09T23:00:18.340675+05:30,pythondevice01,23.55,52.89,1013.06,0.29,1,Normal,0.08272535829141858
2026-08-09T23:00:20.345686+05:30,pythondevice01,24.75,52.29,1027.17,0.34,1,Normal,0.06913286871407592
2026-08-09T23:00:22.351354+05:30,pythondevice01,22.25,64.59,1021.09,0.94,1,Normal,0.04418718881511563
2026-08-09T23:00:24.357760+05:30,pythondevice01,28.39,73.18,1011.42,0.5,1,Normal,0.10015869543277095
2026-08-10T00:25:56.781087+05:30,pythondevice01,30.12,72.76,1003.48,0.31,1,Normal,0.06480770375780187
2026-08-10T00:25:59.602521+05:30,pythondevice01,32.35,45.6,997.35,0.99,1,Normal,0.013750672233108552
2026-08-10T00:26:01.668888+05:30,pythondevice01,32.55,58.62,1001.83,0.79,1,Normal,0.08258551851259127
2026-08-10T00:26:03.703837+05:30,pythondevice01,27.3,74.72,1027.11,0.97,1,Normal,0.0060080794104581114
2026-08-10T00:26:05.709171+05:30,pythondevice01,28.82,46.39,1003.63,0.65,1,Normal,0.0968814382904894
